tool,class,confidence,runtime,launch,tests,tools,docs,other,strong_total
tools/run_v23_retrospective_multicohort_phase4.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/run_v24_liver_enriched_inference.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/run_visual_benchmark.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,2,0,2
tools/scan_openswisshcc_multisequence_geometry.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/score_medsiglip_panel.py,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,4,0,5
tools/segment_aorta_for_gallery.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/select_openswisshcc_enhancement_proposals_v22.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/serve_quest_certificate.py,RUNTIME_OR_LAUNCH_WIRED,STRONG,0,1,3,0,0,0,3
tools/setup_docker_windows.ps1,TOOLCHAIN_ONLY,STRONG,0,0,0,3,3,0,6
tools/setup_graphify_argos.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,1,1,1,0,2
tools/setup_medgemma.py,RUNTIME_OR_LAUNCH_WIRED,STRONG,0,3,0,1,6,0,10
tools/setup_real_env.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,3,0,3
tools/single_label_segment_worker.py,TOOLCHAIN_ONLY,STRONG,0,0,0,3,0,0,3
tools/smoke_gpu.py,TOOLCHAIN_ONLY,STRONG,0,0,0,3,2,0,5
tools/smoke_monophase_advisory.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/smoke_test_argos_docker_e2e.py,TEST_REFERENCED_ONLY,WEAK,0,0,2,0,0,0,0
tools/start_argos_docker.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,3,1,11,0,12
tools/start_argos_docker_mac.sh,TOOLCHAIN_ONLY,STRONG,0,0,0,3,1,0,3
tools/start_medgemma.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,2,0,3,0,5
tools/start_medgemma_gateway_win.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,1,2,0,0,2
tools/start_oren_quest_dynamic.ps1,RUNTIME_OR_LAUNCH_WIRED,STRONG,0,1,2,0,1,0,2
tools/start_oren_webapp_only.ps1,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/stop_argos_docker.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,4,0,4
tools/stop_medgemma.ps1,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/stop_medgemma_gateway_win.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,2,3,0,0,3
tools/test_morphological_closing_gate.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,2,0,2
tools/test_mrsegmentator_isolated.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/test_vessel_closing_gate.py,TOOLCHAIN_ONLY,STRONG,0,0,0,1,2,0,3
tools/time_openswisshcc_candidate_shape_v23.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/train_medsiglip_classifier.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,2,0,1
tools/train_medsiglip_head.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/train_medsiglip_multiclass.py,RUNTIME_OR_LAUNCH_WIRED,STRONG,1,0,0,0,1,0,2
tools/train_medsiglip_pairwise_subtype.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/train_medsiglip_partial.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/train_patch25d_classifier.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/train_radiomics_classifier.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,2,0,1
tools/validate_phase_union_against_reference.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/verify_argos_docker_job.py,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,4,0,4
tools/verify_argos_docker_portable.sh,TOOLCHAIN_ONLY,STRONG,0,0,0,2,2,0,3
tools/verify_argos_docker_runtime.ps1,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,5,0,5
tools/verify_argos_docker_static.py,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,3,0,4
tools/verify_graphify_argos.py,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,0,0,1
tools/verify_internal_blind_benchmark_120.py,STATIC_ORPHAN,NONE,0,0,0,0,0,0,0
tools/verify_lld_mmri_v23_segmentation_audit.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/verify_medgemma_container.ps1,TEST_REFERENCED_ONLY,STRONG,0,0,1,0,3,0,3
tools/verify_medsiglip_device_agreement.py,RUNTIME_OR_LAUNCH_WIRED,STRONG,1,3,0,0,1,0,4
tools/verify_medsiglip_phase13.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/verify_openswisshcc_v23_baseline.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,1,0,1
tools/verify_synthetic_external_stress_v1.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,5,0,5
tools/verify_synthetic_external_stress_v1_evaluation.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,3,0,3
tools/verify_volumetry.py,DOC_REFERENCED_ONLY,STRONG,0,0,0,0,4,0,4
tools/vessel_continuity_segment_worker.py,TOOLCHAIN_ONLY,STRONG,0,0,0,1,0,0,1
